msno,is_churn
ngHjqujoWJdkjMy+0t8IATYeN2NAhN/yIYszLXAyfSc=,1
0GRiDbTd5wZPaFzO5CFnSUzZ/96Tbi5cbRzlV4Ts/Q8=,1
BJfEs9V27SKREEiSEB94PdWU0c9kz5xpe2mEv09nTO0=,1
LUCi7i5FeNuZz4DB0zKu8J80rgr2uCO8YHCSW9PZfAk=,1
Q3zQXIS9cOKLdgyF1IIQkm4xEiF9cgIuK3dxTdXN6As=,1
qCagaTL3UbMn0zvdMDDUoonbei70q1eASKrXa1cZGCs=,1
nsx5IGkCueevv0vFHB4jkG0HdRl6m6ltB8U9Guo5nS0=,1
Kry3z1NChCf96ro6ew4qTk4/y81jl0RQ+P/qljLtdkI=,1
z0vmwYcTsLAYjHFUxydK8dblyueS/Sdy2vzr/mJ/wmU=,1
5j0sdX4VDGlfUBBugQMykgJ/P9VlJjakreTm9SEfm7w=,1
R0fnTnzwOM9COczGENbKz19iZYxKRSsB0wYbkc7jSI0=,1
jqXPoB6INcy25uZ/EoRVBtrfM6QYFeA5hKb81uTyC1A=,1
MDPBYx0uEMympwcv3kxn65pVn53KV+z+ddol4sC+e7U=,1
ddBEjhJQYsrouP54GTueBgvsQPrd7frM1YDSp6zi8T0=,1
5YuMLP60+U2qFMkFtvqes/LF7MBhbEGeLSSC6lzFa3s=,1
VfYC7n/QvuWB3UU/SY61iPt9iqC8ltjvQsx3wx8WYXs=,1
Jyk2HuC+SW4afQBlwpvvXXCMbZ4Aj0V2NOsDTQTRqUE=,1
xC5Ft6c1hYRE2bk9mZYEenbwlgKz6M8f0C6/I2SOzpk=,1
XuPJLX1BsHAKLQLSGfd9yD54EGRBRC6pW3s+RgOh6DI=,1
jiAxhybwtRs6r2Ddj+4cHYau/AHQpYvTKfHGwXRwej4=,1
pSEHVB236ZUGK9NaQoa6HZOceviSJAI3Usteu7w7yFs=,1
c147tEGAJb25r45hf3QBGOMgDZY4Dj+4r5C55UzCo+Q=,1
2Oo0AioVkvZnYs5U0WchMbdQtkIyPtkr59MUEPmDJ9g=,1
RDORQtPyKzHL5SareGpQaCEAi90H2QQwQ5zOEx8FZJY=,1
+q4wCUANHD2tliLSn5D9ytO+mGOdg3tbY+IIOwZmSXo=,1
HpxzUX9LaX4lzDpp2lUujeVhPjoIbOEVznbUB/bKKMM=,1
/xNNCA2YIuEZl6z7o7TgFGjx+P0daogTa7Go9IcnaW4=,1
Q6m4Yma0SPdRYHWAvHgg/jP5C9KPY8K8AvA4NXB9gZI=,1
6GRWcVEb8GZpQ3vu0AXfA1wjfrYH+lI6b63dwvMXYQM=,1
U+aPFwMoie3QXmtFBCv5awt7BF6twKrCtKWmPXrZn64=,1
8J5i/i7uRHbVdpHJcF+w6bhN5Sytmq1rTk8/EPGlEQI=,1
3IzVw4ms4tLK3Wbbo66t5DUApog0Cx0XFOGrjaxJ810=,1
kcbiKGWGQs/hU77DuJeK4BXdb2AAOe+YRJLlqLkNpm4=,1
ielptkjOkJK44C876568BJhbfiJp5TUYxihHJmXiyTU=,1
4HLm1a9Amedx5zCfSlqxyWkRr+9XviiBSHbVTtuznkI=,1
F1MX6AGcEglpcilkVrh9BdtyMqsxdbp1IGlr8Q8FpgM=,1
6VAbvkR+mqaOuGhObnkZBe38L1CW6uRPEBT5Ld8olx4=,1
Cgn789b2h1Pkqt9pusQlmrCH0hIYFSTPSciAHF0+sAU=,1
3/CcDHo9gclKy60c1wFbT9BXnZHyxFU0yiZGaaG+wTc=,1
7pdl7FR3zJtn+KUqOF8r/LACs7hyVfuv4/CoX3G2Mxw=,1
fMlaBkIBmi3RZe5XhjcWyjagiEYc0BRlZ2UYUMwx5og=,1
yp1eXHpImtR9VG+lG9lnusGzELSDrZ5RzmQC75fGe9U=,1
oXqfpSPLKieqwU890tzkME+WO12d971jnO1g97EHg+E=,1
5lrzMRgbtBSCfAOo5Ru6aNWY65lRY/1IF2y6OV0SCng=,1
7lXVRer3nkkqWOAO3rovm2hMtteo6KN7oIPGLhV/ZMo=,1
mRcgud3TvLqf5qGK+dSsElinLicvFoSgJJ8llXGlrDk=,1
8t/nOze49lY+/+zB+wHEsjFbRUfQWrSp+jOyBDRATEs=,1
7SMDuxM4yI5esJPhbQIbQZt9jpU6c1XtlayjDWRmd6w=,1
iwaWKqrSrz+SZf87yZaEDz2UZ+KbhfdVy/pAEg4C+7Q=,1
PYxTWwWwT1fkJL0juVHNvsuCAs5wr779P9LJaMEySUE=,1
EM/2F8ZLpWsdO0JGXAkelpfYd2zYx3LulslPGkhfPAI=,1
LBWL3yL4xafW6ody888J2JW75txmHCe1pVLDmbTOi/c=,1
4VTWoRobLhzWFdC/8cm9It8BNAi3PC8vC9cEbQqPnJ8=,1
dkvAz2ocox1+SQrbEApbvkHg2MQWeH+skMMx9PxkLlE=,1
n/174x4LFKXTZUAb7uBcJp0CRSv6+n1hCtgmVwzgImc=,1
8FqTNtKa6z6oHq2xwfyomCGXINtz5ZkQy347Vkxk4wQ=,1
Q57ZWGfF/a4X4hRI2ldG7LmRGj0XV1oqFv7db7WSEQ8=,1
fSxP1uBpXRdQ+Ph2c9EAd3BTopyUv4GEXTUddCT2cSg=,1
3Wy5MGEsF3NTFxbg/NV5pe2n7YytCKehiD3SOCIgOzg=,1
7Act1I3PyzBdKDXMVuv9pg6SMDQz8TEqo/gq2OCdJ5o=,1
UpwknCXBRACISEMKVjWHeYxlqftNQavb5pIL+T6KNHY=,1
sjOrxGWimYBhUwW1qbPGXbUGgq8hp0utBRJq9ve3g6k=,1
kSySd4rJkUzI7BUoH9YC0Xhw+jq90DGaAZduXE8Q0rQ=,1
65+TjvOvEPR7r/5p8SxJc8kNkuTcpK9rtQJT4FeFEFo=,1
FdX6+YmPMRCMh/hgtQiDxUnNWGTX6pEL/i6/3qbAGpI=,1
gFI6YeBkqODd7T2gyVLrlcTWx+iyqibVzXifQzzYQag=,1
9tkDUc/wEtLxFdzeK4lKXYAKwam5tnZ+U/Zze5tzVgM=,1
ZvYGuhOTDWHzFLwBlucfoyVVVeRPDTvr/tndg0aRrcA=,1
97ojVAwtShbLFJYd28SmIDDTzQGN0/V6PTtJb6ZEgEs=,1
XNIX6gPanWLqHVzrllK77wLT/pNNv3lrm7qCvE7ERTs=,1
PlrTQPQuixRowBTz2HGHivfTBJa2TnzhWMXpcDx2fkk=,1
D0XCVU62VwtpJNxuxtBSUnzpnnw1nnonF08Nnym9s8c=,1
3izC3XTLkPKhtsh4ZUvjMuIom17888+rkvOS99M2GyU=,1
TgR38OaGRXAjSXHzN3k2I0cnIpj+QiPT0nKhER5Ah20=,1
yrOD6rqUgzHo0g+EeuslI0SamHtVRKs5NbJrccGyjvU=,1
x0Ga8sg5Nmw9tTni5DpPotkjjZBqJy0sobaJI7g6pQw=,1
+8WKqzN6WM1FymTIq5seEiz4gNQcvboGEjZtJlzfhFc=,1
2wuWM/dqAwNWMtSSMG+C9vCshgXtCCuwYGVKcCzlZ1o=,1
fSQ3aZzHRhmMI2zui5WOws3N749cIQdnvUyBLNBaPr4=,1
SrlALmGLObgRSbv1pEVfM6Qh4KyPW1nVgewOSxNjAx4=,1
fsW2HMkZ6tsfq5OZoVHl6BMn5JV4zco+0PAA++pTewA=,1
leym1Y01ZGBKKBmmfcTDBy/s5rhtBUlfcQs/bQhiLWI=,1
ZPG6FMMGsj1RSDhHgzRm76ulN/oKmL6a9fcNfv6oWME=,1
iC/IumGRWVM6V3d6VeWXq3qEIIv+znDlbms246Ny3s0=,1
I6fXAb89UexuHChfJNZPAicSWK2QurV0/S8rTX3CXqo=,1
AoiD3Fs8zUwqZgHG30GbCThRHorBSNIJO0whNNuF2/Y=,1
qNwAIgDoDzOdQxeLzPacmfBQtfDuXtTx1vV+fE1N72E=,1
FVcwjSPrJkKf0CFD2MO4qdPme7u5qROPJrtX0dasldU=,1
RRbMCn6XlTKHfVugE060YBoAM+MIF8ysIjaXT24/2X8=,1
Cuy4gMyvNWRppD0gWNVYdXaP7EB+XKtiSnFu7SXqFgk=,1
3NhGmsg2n6/S/z2NBK/YirLqzvNjOscFJknWRybuHcU=,1
u0iJtS2iwbaMJcSZXPB+ol7WMJzbedfDkd90sxwTMHA=,1
0ZsjZsbNkPvMflHw3Ef0fFZH7KxWlg4THEG6UgLRgfQ=,1
kVtb1Lfkmy2mNktFJ4NddK6PNpLNUfzO+Xcin8hdHVo=,1
mjFZY0XpcA4S5lVmXAoBfjzvmh80BHLyjjcsW7IUaiQ=,1
TgJ47+C3CqrM2Cuql5Wnwne55cAPPAcyCUAb0YNT6Ng=,1
Xal7V2CmyOiMS/kGtepqyk55cNJf14IRl6LWFEDlj3Q=,1
S/A6p+3q+SW9bRzqbyHG5vLMSo5Db5DhsnhHv8qegV0=,1
Fh6v+DznWERXb6ITmAc7Ha/0r+OUR8UIvJhsL0tVPqA=,1
PGYkbvuTMfLoV2ilN3gORQrKuEq1FmimkEvDlJoW7CI=,1
+2FaW6slSzLNdwYOh0QOHZnMzodKMtPHCZF1d4C7Fb8=,1
aFBmi6TZarOkWE3ZoR/8OfjdxibINTqnPJQNig7Sx3s=,1
VMzeQr7iC9ClLuc5bhlrQNl6oJsQQTckTc4seoIcT0k=,1
wnoYDsaUHD+nMzqhf44WuwHboj2mA3zrLorwiyb2gSg=,1
CK1uZmh7CHInQwQqjObneTcWY+oYXo9du3GpJdIqeWY=,1
O8hyhoK1ZzIYGvt5QIRnbbNVm1ew5cLpXuhHMC5eVkI=,1
y8lIVJpyegijf5yA9y9r+xxwv/Qla9x1mvWctmmi1yM=,1
JrVV7K1SmDViklPjD8JXT2MubAw7/NlHqxXM2f3zW7I=,1
55oInac8eO2sN0CNFyu6bIfnIPG2pbhyVu+/BtxH8vQ=,1
gZOftNsi+p2AbZXjiCaGFMMEIokTYuy2WU2dSgtY1lo=,1
6PHX6z1qJjGOZ/4oT9hEFI/Q2Va+ztPPAJ69jfdBEBI=,1
EKbZ3AhtMwyixkmJcwKfvIo/Q6USwhk5R5OA0KaAob4=,1
1wwa2EDspnytlJmSQh5R6s2LAf8sfsqdsmp7ZfBSzfI=,1
q77Cv1eZwrNjyV5cQYiltiiJzljAEAR49/wBLkunezY=,1
dYvRWz7szkHwnRAjHsjb/PMMKxCq+MC2r/XHOnecGi0=,1
XrYBgZQvC7Je4JrRsB6jdveXm3blyxK2+DpPcEjdHCI=,1
yPtvARCPzYLI0Y2/bXI802soWYJEKeAqa+m8dwIJyzM=,1
Ml6S4+xhGG3y9a7G3aU+jddYQKvqz3xjAE2hoeUJ8Fg=,1
VgKQ3p9NJcRGQxKELSRAgcNmOdo+scSDY2Ssn0iQOj4=,1
XWfLo/WLLuJTpQoqM7eW+KwppEEUPCN1Ax6wGiUTpN4=,1
TS42nJ5KATTkBIR1yUSdzCT8Tt54OfbjybXtMmzixa0=,1
7XB5r9o/dk5dY8l42FVI3sDFHCXp5TQSoRuiO2gNb3M=,1
pciLjGsP1RFA8vIEnTk97g7IJsrGiiZxpcIqPoKbkdY=,1
aTiMDpP8nmkZB63zp7XNPmQNhl6RzYKhpuK5yKDkbqo=,1
i6akqV4iCh3Dv3XNLPgeYlDCkhp4mXCyW6WDF7FFfww=,1
jwIvIww2DPQJdnmJF+H72zYOIGizIL9cd4qkGZZEnLo=,1
7QrIA21B0wWToXjxz/Of0HviUdd6i2GlGPAzna/gp5Y=,1
MolJ77HM1d2GDP7UpfHE1oI1WtUXlzk5nKw25xK7jr4=,1
cAu8r8bz5K0sFkMmvCZZu4X0uem2imORhF1e0tu1dX8=,1
Wg2qXTCfIopPHn0F0z/tm3tDI+ka3Wuk9oSys5rJ7zg=,1
8U0+Q0fKUNuDra4mFxYZKyp5zWLnPzaYxtk5tmtPlas=,1
J9QTqqnEaFuH7gfEo7fzMkmwtgOgTKcGWOZqb+UilMQ=,1
h+Dlt4Zm592O40X3HLa3qOysHQhSRqciWGeoweuHIAQ=,1
TDTtNGfi/nDqRKpfXN3MXE68wD7MjSkF0rJkeXv8T+M=,1
zeFzWA0HeyC0vqbs1/NW5tbbSbHdnZTSXKOK+beCo+o=,1
4UoGsqadop9RCCDFQTBEI1PbD97h+1Omr+3uBAZ1Rjw=,1
uqJ/xmK+WUcVEwaSR4n5ERnhvencC56s9fA2SkokgSI=,1
8AcQ3hUceYOLsSWJ8Z75YSa3GhNUeS3OJG7iNEV+VF0=,1
z7fDmhmn0crf9vn30de7Q5xLo1KX2qq01CPW6p55W9w=,1
5qF69tNVdzsOZCkD9NVeI/dhLIBk8FvpsA/thrW75UY=,1
eAItuBGgGO511ed4RfCT1M6AqA0+7h+Og2fpd8XrkzQ=,1
/kYEBnRg2bAfmlTG3/91GU47es0r4PlAKFKt7L5ptd8=,1
2T8B7Ck/oY8ocYTpLOvSUrOLghGQ+rQj8wYo6eF/e1E=,1
vvqgpktiwHD53MQ3DrQCir4Z+eXhV/4kC3uzTJWSam0=,1
o1xwmyymMAHyAyEjYNHTPBgWe2sryKW9MxNNijXDBm4=,1
hx4nTN3oz6eOfBJcybkQALa59O5i/d3/ZHKqkai5BDI=,1
sNFUeSU/BIpjppHYJMnhPB3hAsLcCLI/Eb/46T6YU/g=,1
lsuxSIV85CDdHbeM0UnWAe7bU5L14H3jclxku9d37cE=,1
AGDJCjMOn0Jtmr4qxW+9/SLZyPRywIdzbBMsMh62wa8=,1
j0MMNCbqg36av9joFSmkNkIwJfKQEmSSReJ0xzUM/LQ=,1
mgNVUjS1HCLPmhcOHJ8TXFbsZj3h4/qPOnULSdHBIow=,1
w64um/Fayj7OAEshg5MCpyK4l/GcLgfyjHB6GjapzoM=,1
ekaqS4A4NEYnpELPVzhOPiaETQESCeE6nkSUgQ7gR0E=,1
uxXmM1BFnEFvE0fsl/89u9qR3RGFsXJAftWhhBxrD84=,1
bk+C0z55poTCltWHbuqZS7ssv942BHskCaHbDu/f5Qg=,1
gz9Sn0vePV6o31lqccgnxx0mEuAAVWyXxadYl/wOj00=,1
JOt3qPim0w0XKZtMPlfQdIPw2j8Y4YcjGKCekvl526Y=,1
hnpRazcPLY7mnni7RUWZYfrJGp0j6ajjHSJCnsOlSwA=,1
7w/ZMs2BHFPY68jr6lmC2KMjeQLBv6EGJlKI/Jb4fs0=,1
hCgJjZkavU2TZ+QCwARyv8V8fOW0W3Mt/sB1+wQoPeY=,1
LPf9RD9BHgTb0qWJ95p7ogY/NOmmU4dsODg27MFaMHs=,1
6yahGfd0CpjO9n2zTDImPYU3SASR+0J+5MsdsbuKV6w=,1
NOyx1gjQJQyWb/+x+nLJkTqUn1Oll2o0LBShpts8R3E=,1
AGJHYy90GLIXIwmib0CtdNY7QN57AldTRL9nip2VaQ0=,1
GGFsf+2chAlEwhQbq6s8OxH7fc0e/uqBL9DRSgW0KmM=,1
hFW2vNJ7yAd+rDnhIlysUBkZaKbsZIQgOB7JpAkHS8Y=,1
e8fUYh3Cl7vK633SxWb8ZpGbg+VVcAqVgHx9rSQUI3E=,1
2ZEAOluP3qMDzY9BenjS8OHhPV3DPzheLb03NXsdTTQ=,1
7aGB13NkNUbOQRQ7+gb29XIbK5qddFeCDFVMr2OjXsE=,1
86DITgpR8u6TRCgB5UhxJju95QB2iL9Vf1Jon/FvZbg=,1
zzZkqDWh4DWJaxg4C0+kBBqO4oLBNjQxbl3ZALfv8xo=,1
BhVaMmYfNQT58zMnusg7Ih//mw6RSbwzpoGuS4XfPyM=,1
e03SufJ5C04qBT/OygTSEg6pGNoaDAS+nwQf6t2s5ug=,1
g4fPEqab6IVHitUNACAMF9R3Q/qfJ76wO/xfoylyNGs=,1
ibDLALabmNbnM+ZLuWlmzZ2l7dkZc16257eMppmspBQ=,1
jOLZ9rD1nIE9yfk6lkLTcSAyFQy7fp6S2sgn8FuJkQA=,1
OOr0rrWnhy6+aFe6MxhBZqVertNKdPARytf8MPNsYHc=,1
xnturrvt8tyS6+bMmk+vODqE1xJVPU/5Kv8X/ZCbbnM=,1
pWGit2OxulS0VW+RcTE6O7/TSDjKVKLFTvg5mip+bOc=,1
YkIOoRIomn0T5KdCuYlwBiwILWGY5ISw0vHWye/Et30=,1
e+LlA5ajJe5snZD4TD5EQDrE2X4osWCDk0w3iJGhz10=,1
0k76Qb2PJWjqsumMym4w1hwXrlhp4R6CUFWHPxs8OYY=,1
03A6RQOOIdsahqVlOiO+x9KeDc9BkncQ1OSq6axfwUY=,1
Z65GqDEbQKxeGMUkasv2qwn5GS+2qXCMsjIeTcN/1Ew=,1
L4u1zSMub+IqBTFPJgKtEQdyOZHPh7kblMhSYtq9N/4=,1
WU4HVCTtRYIkXAmozEH0IEemWy2J/0mPk0e+48AVBs0=,1
t9Sb6LTGNHGnyr+05D9YRfhGY8P1sKMBDH/zO1Aza78=,1
7V5GgYqasKQjzLPuZ8LIY8g90Uu7/Qk6GtMkVv2kkXg=,1
wW4qW8ONi9LPpRU+sJo49JNDuusx5cQcP6p+qEq9VGs=,1
8n4P2ruB023NPZMDAMIaxnMvBYO6v6IbLO7miJSEJL0=,1
gFLappcFDt44Bb1XjfaQMua6jM4GhIx4IvulFBK+fuA=,1
ryCczJ3seLmwGcIuGXcLoGNph109m62v8E1dhUa0G5k=,1
K3QG+5AtJRQDRqjbKwHcEjndob9Y3aBXivrVBBpeSAA=,1
rN6wtKmG/1L/FYc1e57XdjF1F6AgkpFuyjdVzVXZ+7s=,1
CeFCsyFSoVFCq6GqxdfE6wGumKRYzovTJc1JKx1657I=,1
LYOO0OJDLL0jSOFIETL2nEcizuHqzkSHPR+z8rEvILc=,1
7Q0rf7gMcDuB0Y/kUGeFTomztnLDV2mhD5zvzE5I7yM=,1
fBdvmznprAgVHftp44bF27VRmRLKIHxOnXBXdQyhZro=,1
dccse7IRMVtaNvl28ozw+aMEc6YWl/EH1wESl+6E+9c=,1
JX51Qp5QsKjHgaWZPthIFbgkv9WCa7XbRtaxP+x0Qek=,1
kVDgA7IzNS1eKUMJ1yN2ly6SbxUXCN21qt5ejoz/XL8=,1
zFjKzYpy9WD4EAY8gJrfRjXL0x8S0RfwL8vJYWUEyqg=,1
Xh8d0wZcrbUI6NmZb7YTfROBd8rAxBmr3f23nDK4YkI=,1
w+icdgJviF0yOCvJqTv4GId19GLGTCptcMq3Dtc4ckk=,1
CWir7YKafUUxKup+B8DdWqs6EhAUUznHAajPLk1z+YU=,1
teWEUnpErXf7gFEBE4oqkIrbht+kr/+kZMTTI6OHX6U=,1
tV4nL/iFi2PK4RSAURhu2m476xkNSE/ua6xWBeOh/3g=,1
JmKjmHGp8awJBJgmodX6YGobbL9yhMKGSCQrAMXl03o=,1
juq5oVDs6Wq7qYVOKykJSezgPD3ngwI4i+EyPV6nBHU=,1
/DPd+B4+peYGf5PpxW3LDZWV/JvIhdTDpS2LaBKb2K4=,1
PXeFgjzBRE9ibMsw9szeRUybSfoi2KtS7cShDEyyGnU=,1
svGSjZW72Jcf7w7lQbWnib+szDQc3ygAmFH66eURx3E=,1
zRdr7gIHw0XkHbjXVTASrQTXh8Rz6d/JRtyTw98NHOk=,1
8FjGsfzTGvDEEONnpDLZhxMbc3qWnivphIuMxIULG+o=,1
sAVxnotAUvrSTu6fLL5PDaKkUW62KV4sEvIQdh7vQQI=,1
MxUa13yuZ2nODO3nZ+d3rIU5S+fgda1hkvAl5xlUQGY=,1
ttjFZtmRj/PtJ4fhL5yIiAK/IMW+H1yfjOypwGjU//o=,1
R3xey31HPOOVvJsgsahzXuaW7UvmL4aulkctE7npEJg=,1
AmihfV+aO5F3SJyUsYpIvMwUsU7kGDdUvhSb82YeXbQ=,1
ZDnDVYTkYfMBJArPxGJlN7iKd15arenOpkMRs+T5Oyk=,1
B7dQC+IicieqlpuTC8lBlx0inZeFEo/DdYO32JblNoc=,1
v8dQvofdRWViYeuetJl0RyzWbpsV0EWTh8UtfvpY8zI=,1
79goKLqz7QYUdz/+G35PtO9DfR4ELRXjtuLZrRAhyR0=,1
RyqpYd71QC2cyy6DqG/L2p5kwO9jlXdY/2+dqbCv7xU=,1
5BJMSrN+qU2LdK/C7smw/ZS9beKzvIAkQNeUU34w8Zk=,1
BZS/ZulZ1aElDF4ZhjdkAushXKchUCRjjTxcAdvmFNA=,1
Mh+htIuxg3Ijd4gqbxrp4YsEUhf3oedlP8iBKOYan6M=,1
kbVQoqMWAgAEo7V9pq+Cyy4sOYVakBR0p4ygC+28Kkc=,1
WfBNpGWNiTUlt3OOMQ5oSQIQcA4DxNr6h1v8buMnUs4=,1
UYcdKH13rJLDr+Y3R/8eecZ6cwKgdt2ci3gI7hb2BFI=,1
85GHkRNVp/EDLPAvW8XWZ1wR9A/5RsSsLBNioXe+YeY=,1
pZbuznhl9PXaXjwVTFYb1jDHxQ9N7RhrN70Sl2t0ndQ=,1
dZy3ah+BB3rJf2f9C4zQPx9h30MoW74iYjXjWMK0KjE=,1
qT7FaiUDhxw8zIukbkjjhdMo/JM8N5SMqkbPCofLSaA=,1
8yOdjy3X5koljfJM5lWmQPhQv0HFQ+B7HJlp/JaXmT0=,1
3odDGa/YQdeFPOECjtA7+fUKuy1sJw0p0l/G/4Q29cQ=,1
v1TybZ0DR85fduXAzVSCNNY9WfEO3wNFn/lq+ODdvQI=,1
m8SwC9NrKyxUvAviWMshGzScccKVSVGfCZDsKRi4Gh4=,1
hYHknXc8odq7MZCAPWfU5/ireIElVyhbrdE4eyME9oo=,1
jvz0zIJCReD8QAkm+4SVJ1HGsho+ylx4lvG+80tyr+o=,1
3yN0qCrQnlYtjYx47iqwzsGyQd2g2ZyBv8np+TatBew=,1
mAGNgEBl/MipbB1PRPV70dxl7DqnYjIMVSlU8Gu/h6M=,1
TI9Al5dnwwDhJyu7cNJxQODRaB3Y2+MSX1N1J/uOd/U=,1
nU09ciHxyMOrViJngg8wdhHNbo0fZIT/nSDjiG3bvMs=,1
EBdFVK5BA0TN7SWU+fmTVqQtQOwPsOkeXICT2QF02Jw=,1
Vdpk6QeQT64FyhaDfPt5vcw6zbAxwtrkaivsz+PiXsE=,1
EzfJoRS5tqJvwUctOtaOfPw45i2eN5lt/QkTex2mZOI=,1
BSromhAokzpl3HoUATXukV5MV4l6Z4/228SHoiMNc6U=,1
G5oyJumz/3zM4RlKZb7aqDUI13rn5/efXIZe3Ey1yJo=,1
Ad9xf2W6ID3zguduv1lKdla80V/iT2cFWbDxIcEMQOs=,1
dpeUOVjtc/9pQA8X+0prlrdpQNPz10UzWE1ZsEwF+hY=,1
+lgTsMDk6f5XnI8PowCsrWf/k3OwmVuTZrTNheiTNQg=,1
6x4vqYE7UVGAtN5hvJn+hRwwwdzGDt1bvW5PndTIL0w=,1
/PJR9uAAJI2pEjA0mzPiNzqH57S+gWmHO97ITDaQQDY=,1
NiSTccIL6ptfdNrwq7qkEY2w9X3AxhMPCNrmYuQG914=,1
6yFL5zO1beyQ5jmzR6JMtgGEOwMhH7Y8aZ35fXZ2/7E=,1
4xz91bGpYplIAe/d3fctWqCFcjk3j1MJXr5qISsUeUI=,1
yRL4hgkxZtJdXukGQMq53eUf6tiBmtuWDcleBfe3PW8=,1
y32UdX/9Y2g/xTKEvLSpHPzRFIUL4FkG1BHkMGT36UM=,1
82mc4hV9kIAgph2MVEbN2EUNzhArUBq7Q5gVaXjXSoE=,1
/V8fntCEFNt7dT5ACS1kybqNkUcjwJ0bJMN202zWPRw=,1
AS4nOnkrtC5fnmYF+k25L97A09XjxsfKC1KIbqHnKbs=,1
vdGtVq83A1h1K8KZ1rqKWxf3jeew4S7HkMugQihhYFU=,1
s/KUUBYrdFCP8Clwx8xSY4xvvLikRmJUYgA074z5Z0I=,1
PAcYLPsgMfQdlwS8Swd5YyDW0jzqOwxGPmOWe4DC2c0=,1
RpWszJ2GAdDg/Mdi64+mb+H9gf7CHtCsVP4rjUGYuqY=,1
5atjb0Qj31vl4GxqJ8VIb6NKO+PggAYr+B0UekB0eyg=,1
VQ/Fz6Av4XTMcduqmvpba9TfAD9eRT6SHgcAB9hxUcQ=,1
Atbf2ChoOWQb0JOa9bf31M1BuRwvQDQ40NLux1HsWwA=,1
7/IvQCvHMnFz0ZAz7sKBDKBg0hE3HQXgFqu00Qq5VAs=,1
h3ofD1pmYRTO0NPe7Fcm7sxOJOg9AqP9xpiEkOGBZX4=,1
mL6FjVd30pfuHjvHfXcEj4qRyuLIyehHdOgUFkXiaHs=,1
AP7TW1WoddkmF2k/BA6FTjP9tu/E4KqBZAwrl2gtUf0=,1
qiUQnADAIRc4GZanyStwTw1OExX1q1+DtK5eJ2iLSwU=,1
oNL4INUPaC+O1e/4f3lhKpp3J7jKH1MS7fNR7swJh2E=,1
eXCV7OWAx/GVgd+Aae9FlDGcOmg2MRWSBnATH7CZUzU=,1
Matar5OFI7VplzTeRa9CJ0bbWS1yJwkyo7A0WLVga4I=,1
sWQV2xxkSWscpkbBMEMukqRGoTu6exGr9SQp0/MFEwE=,1
0Aqw4CEHVs8VI61apdce6Ft2PshZWVIy/aUyUjUhKh8=,1
dFRH+6NkSdeMejTW7qvm8OvH3MvXSMGNcMJ2B2LQ1ek=,1
g4cQQpw5uNXHhI2eETUyPDX0mR0Tw71+qYUCcKMY0gg=,1
xI+qj3kgCw6+o1LiWhVx6fnENVVs/p9ufCTKO3n3QLk=,1
deUzwzLM2TeRuxcOSxMkGds7cwQY2ZEVVMBNcGd94yI=,1
8zHVZiEqaHlO4qEqu+s5e7uUH7Z0JyjU9Igsjd66MkQ=,1
gDyl9rTNqaSu9/IE+gHFiBIRlPbPOcg6+YR1PBuwKik=,1
2PhJf48Do2nEOnF6ME2A7gR7vMcPG3mnZXRF7c9GbXE=,1
